state,year,keyword,raw_svi,scaled_svi
US-WY,2011,Common Core,7.666666666666667,5.98
US-WY,2012,Common Core,25.083333333333332,19.565
US-WY,2013,Common Core,65.08333333333333,50.765
US-WY,2014,Common Core,67.5,52.65
US-WY,2015,Common Core,50.333333333333336,39.260000000000005
US-WY,2016,Common Core,36.416666666666664,28.404999999999998
US-WY,2017,Common Core,25.0,19.5
US-WY,2018,Common Core,21.75,16.965
US-WY,2019,Common Core,17.583333333333332,13.715
US-WY,2020,Common Core,9.166666666666666,7.1499999999999995
US-WY,2021,Common Core,0.0,0.0
US-WY,2022,Common Core,4.5,3.5100000000000002
US-WY,2023,Common Core,4.583333333333333,3.5749999999999997
US-WY,2024,Common Core,2.0,1.56
US-AL,2010,standardized testing,0.0,0.0
US-AL,2011,standardized testing,5.916666666666667,3.3725
US-AL,2012,standardized testing,13.5,7.694999999999999
US-AL,2013,standardized testing,10.333333333333334,5.89
US-AL,2014,standardized testing,28.75,16.3875
US-AL,2015,standardized testing,18.0,10.26
US-AL,2016,standardized testing,21.166666666666668,12.065
US-AL,2017,standardized testing,22.416666666666668,12.7775
US-AL,2018,standardized testing,17.25,9.8325
US-AL,2019,standardized testing,16.916666666666668,9.6425
US-AL,2020,standardized testing,20.583333333333332,11.732499999999998
US-AL,2021,standardized testing,7.333333333333333,4.18
US-AL,2022,standardized testing,17.583333333333332,10.022499999999999
US-AL,2023,standardized testing,20.416666666666668,11.6375
US-AL,2024,standardized testing,14.25,8.122499999999999
US-AK,2010,standardized testing,0.0,0.0
US-AK,2011,standardized testing,0.0,0.0
US-AK,2012,standardized testing,0.0,0.0
US-AK,2013,standardized testing,0.0,0.0
US-AK,2014,standardized testing,0.0,0.0
US-AK,2015,standardized testing,0.0,0.0
US-AK,2016,standardized testing,0.0,0.0
US-AK,2017,standardized testing,8.333333333333334,5.416666666666667
US-AK,2018,standardized testing,0.0,0.0
US-AK,2019,standardized testing,0.0,0.0
US-AK,2020,standardized testing,0.0,0.0
US-AK,2021,standardized testing,0.0,0.0
US-AK,2022,standardized testing,0.0,0.0
US-AK,2023,standardized testing,0.0,0.0
US-AK,2024,standardized testing,0.0,0.0
US-AZ,2010,standardized testing,6.083333333333333,3.4674999999999994
US-AZ,2011,standardized testing,8.333333333333334,4.75
US-AZ,2012,standardized testing,25.25,14.392499999999998
US-AZ,2013,standardized testing,29.75,16.9575
US-AZ,2014,standardized testing,27.0,15.389999999999999
US-AZ,2015,standardized testing,45.666666666666664,26.029999999999998
US-AZ,2016,standardized testing,27.833333333333332,15.864999999999998
US-AZ,2017,standardized testing,25.333333333333332,14.439999999999998
US-AZ,2018,standardized testing,20.333333333333332,11.589999999999998
US-AZ,2019,standardized testing,24.25,13.822499999999998
US-AZ,2020,standardized testing,18.416666666666668,10.4975
US-AZ,2021,standardized testing,9.166666666666666,5.225
US-AZ,2022,standardized testing,24.5,13.964999999999998
US-AZ,2023,standardized testing,22.166666666666668,12.635
US-AZ,2024,standardized testing,18.666666666666668,10.64
US-AR,2010,standardized testing,0.0,0.0
US-AR,2011,standardized testing,0.0,0.0
US-AR,2012,standardized testing,0.0,0.0
US-AR,2013,standardized testing,12.916666666666666,9.041666666666666
US-AR,2014,standardized testing,13.666666666666666,9.566666666666666
US-AR,2015,standardized testing,18.583333333333332,13.008333333333331
US-AR,2016,standardized testing,12.333333333333334,8.633333333333333
US-AR,2017,standardized testing,21.5,15.049999999999999
US-AR,2018,standardized testing,5.25,3.675
US-AR,2019,standardized testing,10.166666666666666,7.116666666666665
US-AR,2020,standardized testing,5.833333333333333,4.083333333333333
US-AR,2021,standardized testing,0.0,0.0
US-AR,2022,standardized testing,8.833333333333334,6.183333333333334
US-AR,2023,standardized testing,0.0,0.0
US-AR,2024,standardized testing,7.0,4.8999999999999995
US-CA,2010,standardized testing,34.5,16.215
US-CA,2011,standardized testing,43.75,20.5625
US-CA,2012,standardized testing,39.5,18.564999999999998
US-CA,2013,standardized testing,42.166666666666664,19.81833333333333
US-CA,2014,standardized testing,35.5,16.685
US-CA,2015,standardized testing,54.583333333333336,25.654166666666665
US-CA,2016,standardized testing,39.25,18.447499999999998
US-CA,2017,standardized testing,35.083333333333336,16.489166666666666
US-CA,2018,standardized testing,34.75,16.3325
US-CA,2019,standardized testing,39.166666666666664,18.40833333333333
US-CA,2020,standardized testing,30.916666666666668,14.530833333333334
US-CA,2021,standardized testing,23.333333333333332,10.966666666666665
US-CA,2022,standardized testing,32.166666666666664,15.11833333333333
US-CA,2023,standardized testing,29.666666666666668,13.943333333333333
US-CA,2024,standardized testing,32.5,15.274999999999999
US-CO,2010,standardized testing,4.083333333333333,2.858333333333333
US-CO,2011,standardized testing,8.916666666666666,6.241666666666666
US-CO,2012,standardized testing,14.916666666666666,10.441666666666666
US-CO,2013,standardized testing,17.666666666666668,12.366666666666667
US-CO,2014,standardized testing,25.583333333333332,17.90833333333333
US-CO,2015,standardized testing,48.666666666666664,34.06666666666666
US-CO,2016,standardized testing,26.833333333333332,18.78333333333333
US-CO,2017,standardized testing,24.083333333333332,16.85833333333333
US-CO,2018,standardized testing,17.416666666666668,12.191666666666666
US-CO,2019,standardized testing,18.333333333333332,12.833333333333332
US-CO,2020,standardized testing,10.25,7.175
US-CO,2021,standardized testing,8.666666666666666,6.0666666666666655
